Index,Speech,ThemeLabel
12521,здравствуйте нужно,27
12544,здравствуйте алания,27
9631,процент вкладам процент,20
476,положил деньги банкомат пишет извините банкомат забыл,0
7001,карта осталась банкомате,16
7745,понял остаток остаток осталось выплачивать,18
3399,задолженность суде,7
11764,м хочу оформить кредит,24
4830,назаров,9
2913,остаток денежных средств оплате кредит,5
8186,пополнить телефон,18
5441,интересует кредит,10
8247,перечислить деньги,18
1402,интересует города звонили телефон беру отвечает,3
11815,получить кредит юрлицо,24
3749,обслуживание интернет банке,8
1055,контактный телефон отделения,0
10373,переведите пожалуйста специалиста,21
294,поле плательщика поменять адрес,0
10272,оператор связи оператором,21
6058,кредиту,10
5869,получить кредит,10
4474,могу,9
3033,перевод western union,6
9235,забыла пин код своей карты,18
13245,юрлица,35
6901,смена мобильного телефона выданы банке,15
485,интересует начнут работает банкомат адресу чайковском сорок девять город пермь,0
8451,оформила почему платежка прошла,18
11122,делал кредит заявка кредит онлайн,24
2436,закрытие кредит,5
1588,звонили,3
9434,оплата моей кредитной карты,19
1069,график работы банка,0
13097,расчетный счет,32
6591,городе доллар,12
2134,хотелось узнать доходность ставку доходом вкладу,4
4324,карты,9
4042,переводы интернет банку,8
11879,хотел отменить заявку кредит,24
1604,алло звонок просто,3
1559,здравствуйте интересует позвонили предлагает кредит,3
11713,интересует оставила заявка кредита хотел узнать одобрили кредит отказаться отдел,24
3907,вводе логина будем пароль дает сходить,8
2449,вопрос вопрос кредиту,5
4710,интересует вопрос карточкам,9
10407,узнать номер операциониста,21
8268,оплате,18
10856,оформление карты,23
1180,режим какие офис работает сети,0
12396,интересует ответ претензии,26
3286,управление просроченной задолженности,7
5151,карта,9
5350,ответ кредиту решения,10
12158,хотел получить справку задолженности кредиту,24
7519,оплата картам,18
7203,нужно информация текущему вкладу,17
787,наличие долларов,0
4005,пароль интернет банка юридические лица,8
13293,лица юрлицу,35
4284,привязать карту,9
7384,пин код,18
8366,сколько остаток карте,18
11295,хочу узнать своем кредит,24
7385,поговорить поводу оплаты,18
7672,узнать баланс карте,18
1008,месте,0
8262,текущий практикой хотела узнать прошел счет оплата денег хотел узнать,18
12858,открывала расчетный счет сих пор сделали одобрили отказали,31
9241,вопрос зарплатной карточке снимаются деньги счета,18
11051,хочу кредит,24
4658,перевод карточки,9
13170,поменять реквизиты,32
9651,две пин проценты какие вкладам,20
6037,пришла просто смска мои строй набрала кредит банке,10
6015,сегодня должны вычеты четыре сумму денег кредит,10
9193,хотела общем пообщаться карте,18
10902,карточка заканчивается,23
5531,кредит интересует,10
8721,создание платежки бюджета,18
9395,поводу кредита поводу кредитной карты,19
6540,курс продажи доллара,12
10538,здравствуйте нужна связь специалистом,21
7368,сколько нужно предупреждать банк снятии денег,18
8162,интересует баланс карты,18
10453,свяжите специалистом,21
9474,узнать номер карта,19
13090,номер счета,32
2297,общие вклад,4
2526,сумма кредиту оплата кредита,5
11711,вставил заявка кредит,24
299,вложений наличных банкомат,0
11417,хотим взять кредит карту,24
250,банкоматов ска карта,0
1321,заблокировали,2
7262,нам прислали смс код ос нам одобрили кредит,18
9869,оператором поговорить хочу,21
10629,платежное поручение отправляется инвест,22
13287,ведению счета счета юридического лица,35
3386,задолженность миль почему пришла узнать,7
6876,продажи валюты,14
12704,алло интересует сто тысячи положите какую процентная ставка давайте,29
12655,заканчивается срок двести кредитные карты,28
8562,интересует действующей карта,18
919,интересует деньги банкомат положила положить снять обратно положить банком деньги выдает отдела,0
8973,действующие карточка почему иметь,18
6916,мобильный банка включить,15
12759,закрытие счета,31
544,номер телефона филиала,0
5485,интересует рефинансирование кредита другом банке,10
12555,здравствуйте будьте пять сколько,27
244,ближайшее отделение банка,0
3721,интересует восстановление забытую пароля,8
4491,уточнить,9
2735,текущим кредиту,5
4943,снять,9
12267,интересует нужно снять нужно взять кредит пенсионер,24
12962,интересует зарплатный проект ваш открытие расчетного счета,31
3291,задолженность банком службы взыскания,7
1378,звонили,3
12201,заявка кредит хотел,24
6437,поводу кредитной карты,11
12183,москве хотите кредит банк понять,24
2318,алло вклады девушка вклады,4
2762,десять кредит действующим,5
10870,хотел узнать могу приехать забрать карту,23
10016,добрый вечер нужна консультация специалиста банка,21
11104,информация поводу кредита,24
7646,инте карточку,18
7615,пришло смс телефон заработной платы платы карту код семьсот общем карта нету,18
8311,алло интересует кем могу поговорить поводу оплаты,18
6135,семнадцать,10
388,интересует расположение автомат банкомата городе оренбурге степном,0
7616,должна платежка перечислено дату узнать сумму,18
5040,проблема карточного счета,9
9860,необходимо соединиться операционистом формировать платежное поручение,21
6243,интересует кредит ваших актами,10
3270,долг мою,7
7225,заказать деньги вкладу,17
4719,вашем банке,9
12564,алло здравствуйте расчетный счет,27
5324,ваши клиенты,10
8952,списание банковской карты,18
11835,получение кредит получить,24
3367,погашение задолженности,7
885,процентов снять карточки домашний деньги mastercard вашем банкомате,0
12881,дата открытия счета,31
11923,поменял оформить кредит пришло подтверждение,24
10966,здравствуйте хотел уточнить поводу оплаты кредита получила первый кредит александр ноль ноль ваши мили,24
9400,кредитная карта лимитов пятьдесят тысяч рублей,19
10778,получить карту одну,23
6780,вклад ти валютный,14
9391,хочу уточнить информацию карте максима,19
10539,нужна связь специалистом,21
4255,бюджеты,9
11714,получая,24
4885,звонила хотел насчет карточки,9
6104,кредит пенсионер,10
3866,могу зайти свой личный кабинет,8
1850,звонили,3
6406,решение банка кредитную карту,11
10889,десять девятнадцать редкие шестьдесят шесть сделал вложений карточку сумме десяти тысячи,23
1328,заблокировали карту,2
5244,кредит,10
6584,доллар красноярске,12
13303,алло юридические лица,35
9143,инкассация,18
13020,открытие расчетного счета,31
5705,делать денежка перечислили ошибку кредит счет,10
1500,звонил мужчина любой отовариваться,3
2544,интересует пенсионерам дается кредит процент сумма какого возраста допустим,5
4494,подключение системы,9
5685,кредиты малому,10
6687,пятьдесят тысячи евро,13
4157,получить банковскую гарантию,8
1903,звонили сотовый телефонам мной оперативно вашего банка,3
10161,нужно триста консультация,21
8290,карту хочу положить деньги,18
11772,хотела оформить кредит,24
2918,платеж кредиту,5
6558,купить доллары,12
5229,пришла смска,10
8172,интересует баланс зарплатной карте,18
12110,хотела узнать текущий счет задолженность кредиту,24
5894,скажите перекредитовании кредита,10
9254,терминал могу положить деньги карту пишет фамилия номер карты совпадает,18
9266,внесение наличных карту,18
326,скажите находитесь ваш банк,0
7287,кодом,18
12420,здравствуйте здравствуйте здравствуйте,27
4688,дома карту,9
6947,торговом центре извините банкомат съел мою карточку выдал деньги,16
11469,получение кредита получение кредита алло,24
1258,акции подачи сведений,1
12768,открытие расчетного счета юридического лица,31
4828,сумма карты,9
11676,кредит хотела взять,24
1510,звонке,3
11952,узнать получить кредит который доп,24
7757,интересует почему карте поступила пенсии,18
11449,пришло сообщение поводу оформить кредит,24
1778,вашего номера получила звонок,3
5059,карте сказать ишим,9
4214,вопрос карте,9
4858,зарплатной карте,9
3496,стать клиентом банка,8
13150,нужно узнать поступили деньги счет карты,32
2363,оплатить кредит,5
228,местоположение банка,0
2584,действующей кредит сколько платить осталось сумма платежа,5
3849,замена ключа интернет банке,8
6897,зайти мобильный банк,15
6612,хочу купить доллары,12
6756,орска валюта,14
8534,пришла смс кодом хотел узнать подойти узнать подробности,18
3899,могу войти интернет банкинг,8
8000,блокировка разблокировка карты,18
11846,хотела уточнить оформить кредит,24
7736,очередной платеж,18
5320,кредита,10
12810,алло открытие счета,31
2294,пока вклад,4
10663,платежному поручению,22
2852,интересует дошло платеж кредит,5
9015,могу понять почему карта оплачивает покупки,18
8775,карточку банкомат,18
3405,здравствуйте узнать задолженность,7
12880,интересует заявка расчетного счета,31
3234,узнать остаток долга,7
8494,платежи платежа,18
296,интересует работа аппарата карточкам карту,0
4606,алло карте,9
10502,специалист могу таком отвечать,21
5104,пишут карту,9
9309,пожалуйста лимит,18
6887,интересует телефон банка соедините банком могу,15
12369,интересует терминал наши работает пишется время ошибка,25
6652,евро,13
420,адреса офиса городе сегодня,0
7101,заказать денежные средства,17
1415,звонили,3
9632,интересует срок действия сумма вклада,20
4392,каком статусе карточка котором пор нам работодатель,9
12527,алло здравствуйте интересует э,27
7826,взять кредит номер пришел номер,18
3739,лидер банк клиент,8
1854,звонили хотела узнать,3
1257,акцию зенита,1
12168,хотела узнать адрес,24
3057,процент комиссии снимается перевод э перевод денег банк,6
3044,хочу сделать перевод денег,6
9033,здравствуйте интересует город екатеринбург оплатила штраф,18
3482,интернет банк юридические лица,8
6618,ой купить четыре тысячи долларов,12
11778,хотел оформить кредит,24
2381,платеж кредит,5
7466,проходит платеж пластиковой карте интернет,18
10309,нарушение прав человека,21
581,адреса банков самаре,0
9973,оператора могу слышно,21
10708,оформила карту вашем банке,23
8614,часа баланс,18
4522,видимо,9
11134,информация кредиту,24
4857,верно лидер,9
7412,накопления оплата,18
9972,включи пожалуйста оператора,21
11412,хотел спросить поступили деньги кредит,24
12269,хочу кредит,24
11423,решение кредиту заявке,24
11668,пришло сообщение одобрен кредит хотел узнать информацию,24
9365,карте,19
3217,задолженность банке,7
6861,кол курс золота,14
483,адрес банкомата который сегодня работает адрес банкомата,0
3439,необходимо соедините юридическим отделом,8
3219,сумма просроченная задолженность,7
857,интересует отделение банка,0
6647,купить две тысячи долларов,12
1795,звонили хотела перезвонить,3
4083,поддержка клиент банка,8
7027,банкомат выдает карту обратно,16
1552,вашего банка вашего банка поступил звонок,3
9139,ленина свой баланс,18
12377,нам поставили терминал сделаем закрытия дня оно чек выдает,25
7962,какие банкоматы оплатить кредит вашем банке,18
7081,застряла банкомате,16
10850,получил новую карту смс сообщений операциях,23
2627,вопрос действующему кредита своему,5
11148,получить займ,24
12066,интересует получение кредита кода,24
1585,запросе звонили перевести деньги,3
6372,кредит физических,10
6006,звоню телефон этому кредит,10
11868,почему положить получение кредита,24
188,адрес уфе,0
106,возникла ко берет отправляли,0
12241,заявка кредит,24
1484,пропущенный вызов,3
7988,почему приходят смски банка остаткам баланса,18
9240,платежи счета,18
1133,филиал молодежное,0
7710,текущий карточки разблокировать,18
3168,действующим кредит просроченной задолженности позвонят жевать практическая срок,7
3023,деньги перевела,6
1310,заблокирован счет хотела узнать причину,2
940,график работы отделения банка,0
11115,пенсионерам взять кредит,24
6554,ага доллары путем,12
11558,алло получить получение кредита,24
9056,действующей карте действующей карте,18
8993,почему списали тысячи шестьсот карточки,18
5535,сумма кредитному договору,10
13186,интересует перейдите банк дает никому кем клиентам кого знаем бик организациях,32
10345,оператором,21
11384,хотели получить кредит,24
10557,операционистом связаться,21
3016,перевести денежки счета счет,6
7108,алло хотели заказать деньги снять вклад,17
3196,просроченная задолженность хотел поговорить,7
3129,задолженность задолженность интересует,7
10104,хочу оператором связаться,21
12869,расчетный счет открыть,31
2547,оплатила последний платеж кредита сегодня звонят оплата говорят оплачено,5
2289,алло условия вкладу,4
12486,алло здравствуйте пришло код могут кредит,27
12944,расчетный счет ип,31
6134,кредитная предложит,10
7596,лимит получить снятие наличных,18
12290,терминал снимать сверку итогов,25
10140,связаться оператором поводу платежи которые ушел ушел поговорить специалистом,21
7063,интересует почему могу банкомата деньги снять,16
1089,нужен сервисный агент отток банкомата,0
6616,тысячи долларов желательно месяца,12
8286,платежи карте действующего кредиту,18
6530,нужно поменять доллара,12
5925,одобрили кредит вашем банке,10
173,вернем комиссий страховку кредиту имеется ввиду,0
2986,алло получение денежные переводы истре,6
8154,карточку положить деньги,18
8748,оплате оплате,18
8745,сумма заплатить,18
3936,единая вопрос являюсь клиент банка,8
7271,интересует активизация специалиста,18
5027,процент перевода карты карту стороннего банка,9
6978,оставил карту банкомате,16
9436,никто кредит,19
6850,курс кредиту,14
6247,кредит,10
9891,оператора,21
11775,случае получения кредита вашем банке,24
4867,информация поводу карточка,9
13239,банк юридических лиц,35
11415,будьте добры подавали заявку кредит подтверждение получить,24
10380,нужна консультация оператором,21
1809,звонков банка поэтому перезваниваю,3
1732,звонили,3
5005,другую карту карты вашего банка сбербанк,9
2616,кредит восемь погасила ходила брать самое другом банке погашу,5
8037,найти автоответчик слушайте списали кредит узнать какую сумму списали пин,18
10837,хотела узнать готовность карты,23
1354,блокирование карты,2
6754,курс,14
10083,оператором,21
2890,нужно поговорить действующим кредиту,5
11455,узнать статус заявки кредит,24
6325,отсрочить кредит,10
7675,пин ареста моей средства фамилия дом скиньте,18
9171,кредит залог недвижимости регионе,18
4665,проверила карточки,9
2731,платежи текущим кредиту,5
3786,интернет банк анк устанавливаемым,8
6587,доллара,12
4777,че карте,9
12031,пришла смска получения кредита приходить банке подскажите код,24
4449,дозвониться,9
9277,строй платеж,18
8084,интересует остаток карте,18
7728,вопрос текущим карте,18
9940,ваш консультант,21
9748,оператор,21
848,график работы праздники,0
2215,судьбе банка,4
7355,необходимо значит говорить поводу моей зарплатной карты почему счета тысячи тысячи рублей,18
10496,сотрудник банка связи оператором,21
6743,курс обмена валют,14
445,отделения химках,0
1281,блокировка карты,2
2281,семьсот вклад,4
1584,звонок,3
1033,соединить филиалом,0
10913,хочу взять кредит,24
4893,почему карты,9
638,адрес московского офиса,0
4280,режим ареста карты,9
12816,расчетный счет юридических лиц,31
6884,нужен телефон позвонит руководство банка,15
6988,банкомат зажевал деньги чек дал,16
879,нужен адрес банка,0
11091,хотел кредит взять,24
5600,алло кредит замена,10
5247,вчера оглавлению кредиту,10
552,работает филиал менделеева сто тридцать семь город уфа,0
6207,плачу кредит поступили деньги,10
12628,кредитная карта оформить,28
12814,обслуживание расчетного счета,31
11360,хочу узнать потребительский кредит,24
8059,сумма платежа,18
7382,проверить статус код две,18
8616,операции операции действующей карте интересует,18
11089,заявка кредит,24
1298,заблокировать карту карту край,2
3204,просрочка,7
2026,депозит,4
9337,кредит,19
12724,процент,29
2459,досрочное погашение,5
3521,интересует кому обратиться консультацией предоставлении документов письмо вашего банка клиент,8
2644,вопрос оплаты,5
6551,купить доллары нужно,12
5079,блин,9
10757,восстановление карты,23
7227,заказать деньги снятие вклада,17
3622,деньги списывается интернет банк,8
7435,телефону одобрена сумма денег выдачу,18
6968,банкомат зажевал карточку,16
7787,поле забрать,18
11710,хочу взять кредит пятьдесят тысяч рублей,24
8624,карта просто бумагам брала году кредит,18
3095,алло интересует перевели деньги которые вернули какие возврат товара,6
9678,процентов процентов,20
6863,покупка дирхам,14
4654,узнать возможные,9
7654,заявку составляли код,18
684,филиал,0
9553,интересует э вклады процент вкладам вашем банке,20
10282,связаться оператором,21
2716,действующей,5
7926,получить действующей карту,18
3752,наличкой поддержка,8
3805,пароль дэ секьюри,8
11019,оформленной заявка кредит кому,24
117,адреса офисов банкомат,0
10211,связаться оператором хочу,21
4553,переводы мою карту,9
2111,интересует серии регистрации знаю вклада,4
3243,вклада заканчивается сегодня,7
1634,успела звонили,3
3060,перевели деньги расчетного счета счет физического,6
10208,алло дай оператора,21
9714,проконсультироваться,21
4184,мобильным могу зайти мобильный интернет банк,8
116,интересует адрес,0
12629,оставляла заявку,28
4831,ехать,9
1929,частного звонили,3
784,интересует алло всеми офисов,0
6929,алло хотела войти мобильный банк,15
6188,десять кредита,10
6380,пришла смс кредиту,10
7992,вопрос заблокирована карта,18
7955,деньги получала банкомате карточку дал деньги выдал просвещение счета алло сколько,18
2058,вклад праздничными,4
2263,просто интересует вклад билет,4
4674,правильно карточку написать,9
844,отдельный отделении банка,0
11981,просто ваша получила кредит перезваниваю,24
8150,оплате оплатил последний платеж хочу мая,18
1995,хотел узнать какие ставки депозитам дону,4
3296,снять деньги закончится вклад счету,7
4903,карточку набрал,9
10608,ответ отвергнута платежных поручений,22
9785,хочу связаться менеджером городе барнаул,21
12620,алло здравствуйте г,27
10347,специалистом,21
11270,задолженности кредита узнать,24
6710,гривны украина,14
2043,этажей самый,4
2225,интересует вклад продлить,4
9121,приходит код,18
12279,терминал,25
2172,насчет вклада хотела узнать,4
1529,звонил этому номеру,3
8969,хочу узнать звонит семьи субботу срок идет пятнадцатого числа заплатить,18
9844,нужно оператором поговорить,21
4316,автоответчик,9
12458,добрый день здравствуйте,27
11196,получение кредитов жилых лиц,24
9663,открытие вкладов сколько нужно,20
12273,кредит взять,24
12988,проблема расчетным счетам,31
11026,хотим взять кредит,24
12852,закрыть расчетный счет,31
676,режим работы офиса,0
1324,заблокировать карту,2
512,семнадцатого карта банкомате,0
11488,оформить кредит,24
3309,узнать остаток задолженности,7
4239,карточку,9
2660,платеж кредиту кредиту заплатила тринадцатого числа четырнадцатого договору оплата идет,5
12874,расчетный счет деньги,31
11886,хотела правило,24
7357,скопировать платежку хотел,18
7156,действующих вклад,17
5097,снять деньги счета счет карт,9
11984,одобрен кредит хотел узнать насколько,24
922,ближайший расположение отделение банка рязани,0
7276,алло алло нужно проверить произведена отмена платежа,18
12042,кредит хотела,24
12476,здравствуйте интересует,27
4796,вопрос карта,9
910,адреса воронеже город,0
7406,сколько платить,18
3266,задолженность уточнить,7
3308,пришла смска задолженность кредиту хотя плачу,7
2800,действующим кредиту вопрос,5
7397,вопрос платежам,18
12304,завис терминал,25
1517,звонили,3
6110,интересует пришла смс поводу кредита интересует дозвонится кем банка,10
1882,звонили,3
3987,техподдержка клиент банк,8
8342,поводу оплаты,18
4771,хотел банк,9
8633,приходит код активации перечислить деньги карты карту,18
4002,поддержкой,8
11695,пришел код получение кредита,24
3181,остаток долга,7
42,ближайшее отделение восьмое марта,0
2458,вопрос действующим кредит,5
6230,рассмотрение кредита,10
4877,карте хочу,9
11517,взять потребительский кредит,24
2112,интересует,4
1231,здравствуйте свердловской области набирал поселке нахожусь магазин киров кирилл банкомат установлено,0
7950,пришла смска получить карту хотела узнать карточка,18
9458,карта кредит кредиту сказать,19
10523,консультант интересует,21
5414,пришла смска,10
5863,пришла смска одобрили кредит,10
10559,соедините оператором,21
6955,банкомат деньги выдал,16
7058,работает банкомат данному адрес,16
11022,интересует информация моему кредит,24
4431,говорю пенсии переводили карточке почему нету,9
6619,покупка доллар,12
2854,интересует пере перенос платежа кредита,5
4021,алло соедините пожалуйста техподдержкой,8
3977,подождите интернет банк,8
6394,другом банке,10
6721,курс,14
1139,соединить сургутский филиалом банка,0
10576,дали живого человека вообще,21
6435,кредитная карта интересует,11
11522,нужно узнать сколько осталось долг кредит,24
11218,интернет заявка кредит,24
6824,валютному вкладу положить деньги валютном вклады,14
4134,вопрос банк клиент,8
367,наличии две тысячи наличии две тысячи евро,0
2719,оплаты,5
11349,заявка кредит оставляла заявочку,24
5929,нужно алло,10
12504,алло здравствуйте хотел получить второй основное,27
7501,че карты,18
1444,звонили,3
1654,звонили пять лет,3
12484,здравствуйте нужен,27
10214,например скажите оператором соединить,21
6194,вокзала вид алло,10
6471,кредитная карта кэшбэком,11
874,отделением иркутске,0
11177,получение,24
12748,проценты повторю,29
2186,алло алло,4
10008,оператором поговорить,21
7841,сколько осталось заплатить,18
1387,звонил почему связь прервалась,3
2155,вкладу денег,4
1521,принятый вызов вашего телефона,3
3604,могу войти клиент банк интернет,8
11709,хочу узнать сколько планеты заплатить кредит полностью,24
9471,лимит кредиту лимит,19
9633,вопрос открытию вклады,20
7539,оплатила своевременно кредит банкоматы альфа банка,18
5235,пришло вчера кредиту,10
2017,вклад,4
13103,хотел узнать номер счета,32
11733,получить получение кредита получение кредита,24
2018,интересуют вклады,4
4469,карта новая,9
12046,взять кредит вашем банке хочу,24
7192,текущие вклад,17
13078,номер счета зарплатной карты,32
468,заметить денежных средств банкомате,0
12754,переводы смотрите тариф перевода переводы счету расчетно кассовое обслуживание,30
9720,обещали связи оператором оператором,21
7212,закончился срок вклада забрать деньги,17
5105,карточки денег,9
7774,разблокировать,18
7019,банкомат выдает наличные деньги,16
4539,сбербанковском карточка,9
9917,поговорить сотрудником банка,21
2791,нужно закрыть кредит,5
8272,здравствуйте скажите пожалуйста телефон денежки приходит пришло семь тысяч,18
2081,вопрос обслуживанию,4
11561,заявка вчера займа,24
2684,кредита просто выяснить остаток,5
3584,служба поддержки,8
2009,просто имею депозит,4
8430,могу оплатить кредит работают банкоматы прием денег,18
6257,решение банка поводу кредита,10
11748,получение кредита,24
10955,нужно оформить кредит,24
5898,декабре пор кредит,10
8192,вопрос пользованию карты,18
5416,кредитам,10
3511,интернет клиент банк,8
3050,золотая корона перевод,6
11520,хотела узнать поводу кредита,24
6092,месяц кредиту,10
9162,звоню платеж,18
11479,хотел оформить заявку кредит,24
9604,узнать э вклады процент вклад вклады,20
2247,алло хотела снятие вклад,4
1733,звонили алло,3
3258,вопросам задолженности,7
10164,связать специалистом,21
8074,нужно оплатить кредит карту состою банке,18
4113,кассе доллары,8
11060,алло взять кредит,24
11614,кредит кредит оформить кредит оформить нужно,24
3009,перевод денег,6
6986,застряла карточка,16
4693,платную карту нужно форм,9
9401,счет кредитной карте,19
5669,кредит снятие,10
2943,закрыть досрочно закрыть кредит,5
10828,оформить заявку карту,23
3901,могу зайти интернет банк,8
2520,вопрос действующим,5
1251,роста снимал каждый значит сто рублей,0
7570,текущие карт,18
12721,процентов дошли временной,29
4016,поддержка,8
5913,банк,10
12085,банке получить кредит,24
868,интересует номер телефона отделения банка городе нижневартовск,0
8548,здравствуйте списали деньги карточки,18
12047,хочу узнать пере кредит платеж кредит сегодня,24
13252,юридическими лиц,35
12473,алло здравствуйте можете соединить офисом линии время,27
5946,кредит,10
3887,сдать пароля интернете,8
6995,работают банкоматы несколько кредит,16
10895,получить карту утеряна,23
12714,процентные ставки,29
1878,насчет кредита звонил,3
9924,ответ оператора,21
2075,интересуют вклады вклады,4
2617,перенести срок оплаты кредиту,5
10808,интересует получение карты,23
5678,две тысячи кредит,10
5938,кредита форме,10
11334,хотела вчера последние сумму кредита,24
2563,текущие кредит,5
8344,пришел код банка получить деньги код,18
12498,здравствуйте оставляла заявочка,27
1943,пришло звонок пропущенный звонок звонок,3
7467,платежам понятно,18
5394,кредит вашем банке,10
10799,карта поменять,23
9293,поступило сообщение прийти показать код знаю банк,18
3754,здравствуйте могу зайти банк нашел логин пароль,8
9197,приехал банк заплатил,18
2904,платеж кредиту,5
7511,процент снятие наличных,18
8637,интересует платеж,18
7965,действует карте,18
324,интересует находится мобильный банк,0
918,филиал верхний пришла,0
6792,курс,14
11424,получение кредит получение кредита условия получения кредита вашего,24
11760,кредит хотела взять наличные,24
7674,карты списали деньги,18
1005,скажите саратове филиал,0
5241,поводу кредита,10
12114,кредит наличными птс,24
9315,деньги телефон,18
3994,службы поддержки,8
6997,работает банкомат,16
10037,оператором поговорить,21
6007,начале кредит,10
7581,снятии наличных,18
820,адрес нахождения,0
6749,хочу купить валюту,14
7029,банкомат банкомат получала зарплату снимала банкомата денежку имел дало четыре тысячи зажевал,16
3456,коммерческая предложений,8
1022,отделения,0
3770,информация интернет банку,8
1058,интересует отделение улице,0
7175,хотим закрыть вклад узнать заказать заранее деньги,17
6872,наличие валюты банке городе белгород,14
1407,чеке знаю звонили знаю звоните,3
12206,кредит получить девушка,24
13294,действующей расчетный счет индивидуального предпринимателя,35
11619,кредит хочу град,24
7604,мурманске баланс,18
12780,открытие обслуживание расчетного счета,31
12892,расчетный счет юридического лица,31
9415,долг кредиту кредитной карте,19
8685,хотел узнать клиент вашего банка внести кредит карточку платеж,18
5792,кредита,10
2377,платеж действующему кредита,5
9027,просто действующей карте,18
11726,получение кредита пришло бумагам могу получить кредит,24
1543,звонок сумме эл ответить,3
3200,просроченная,7
8540,интересует почему сняты деньги кредиту,18
13040,открытие счета юрлица,31
6443,продажа кредитных карт,11
6537,покупка доллара,12
1912,интересует звонили,3
10483,соединение операционистом,21
1273,акции,1
4902,скорее,9
4190,интересует отдел работе юридическими лицами,8
8773,соедините специалистом,18
5130,интересует,9
2401,вопрос действующим кредиту,5
3836,пароля электронным,8
5081,карте вопрос,9
7713,пришла смска счет кредита,18
7482,интересует поступление денежных средств карточный счет,18
8688,баланс карты,18
3223,задолженности кредиту,7
9251,нашел карточку,18
9280,интересует возврат карт,18
8482,вопрос времени карта вышел срок действия,18
4855,отказ обслуживание карта банка,9
8376,баланс кому обратно,18
1986,насчет вклада,4
6871,спасибо поменять рубли,14
10149,нужно проконсультироваться,21
2315,снятие средств вклада,4
318,нужен номер телефона дополнительного офиса городе краснодаре улице красный,0
5265,интересует кредит,10
11936,которой оформляю кредит,24
2558,интересует платеж кредиту,5
10503,операциониста юр лиц,21
3205,интересует задолжность кредиту,7
2585,кредит семнадцать процентов,5
